genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title,Title.1
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13242,3,6,0.20318142,0.15878218,0.15821126,0.163240135,2.950269461,10,2803.231519,1439.921271,104,0,0,104,257.57125,19.37203125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,2120,1,4,0.20688555,0.19060554,0.07286165,0.163240135,2.950269461,17,4959.532935,2726.500342,260,1,0,261,237.34125,73.64984375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,18393,3,1,0.24732377,0.16943246,0.13571087,0.163240135,2.950269461,4,2750.221277,1995.196741,111,0,0,111,107.8782813,17.38515625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,15541,1,10,0.24815471,0.11617017,0.093523994,0.163240135,2.950269461,20,4528.784644,3095.073083,180,0,0,180,166.1298438,56.4453125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22781,3,5,0.29627568,0.17878115,0.17605232,0.163240135,2.950269461,15,1169.921033,1963.622852,275,0,0,275,329.82125,53.14890625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13264,3,1,0.383956,0.15143554,0.14914903,0.163240135,2.950269461,5,2875.098022,1494.351569,427,0,0,427,421.4884375,44.3434375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13862,3,1,0.40726832,0.25432894,0.086438745,0.163240135,2.950269461,5,2751.411194,1231.119269,599,0,0,601,633.4970313,87.4225,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4657,4,1,0.39416176,0.110500254,0.084429346,0.163240135,2.950269461,4,1768.755786,2450.064197,316,0,0,316,266.3767188,80.1071875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13347,6,3,0.18583563,0.15905523,0.12331162,0.163240135,2.950269461,6,3058.539063,1587.083124,350,0,0,350,549.6870313,52.7425,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,30300,1,3,0.18214579,0.16911757,0.09367559,0.163240135,2.950269461,13,5083.308789,3064.856787,330,0,0,330,207.1317188,95.14421875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5283,3,1,0.16085619,0.15026559,0.14375508,0.163240135,2.950269461,8,1692.134906,1951.829517,561,0,0,561,338.5815625,68.9084375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33788,3,1,0.3096544,0.1830852,0.12434415,0.163240135,2.950269461,19,2085.071997,1567.705573,363,0,0,363,298.1667188,60.2384375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4676,1,6,0.19712223,0.15376334,0.12742075,0.163240135,2.950269461,25,1873.848865,2470.422278,324,0,0,324,289.6321875,42.49203125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,7086,2,1,0.13100447,0.12503193,0.11017496,0.163240135,2.950269461,2,2319.650208,2649.078748,213,0,0,213,234.5415625,66.1990625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22047,1,3,0.20685698,0.1158785,0.10094945,0.163240135,2.950269461,10,1500.824414,2157.3828,177,0,0,177,199.229375,54.368125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34078,3,16,0.46771798,0.23219426,0.07701326,0.163240135,2.950269461,8,2229.314673,1241.496802,356,0,0,356,309.9525,72.1596875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13324,3,1,0.24943005,0.1438873,0.13993762,0.163240135,2.950269461,3,3268.041443,997.7397949,313,0,0,314,265.6542188,56.2646875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14559,4,2,0.12633482,0.12210416,0.10731781,0.163240135,2.950269461,13,4801.090112,3151.224963,339,0,0,340,249.0367188,56.40015625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22051,3,6,0.36114776,0.2377074,0.12679093,0.163240135,2.950269461,15,1430.454645,2164.584351,328,0,0,328,284.9810938,58.29671875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,23218,1,3,0.21572775,0.18093617,0.1644978,0.163240135,2.950269461,1,899.3863281,2188.074109,417,0,0,417,575.8325,48.90421875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,10292,3,1,0.27087963,0.170133,0.121040955,0.163240135,2.950269461,3,756.7848724,3288.733838,464,1,0,465,404.6451563,63.26390625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,211,3,6,0.34073606,0.1803822,0.13038556,0.163240135,2.950269461,5,1646.994946,2180.947473,256,0,0,256,304.9853125,33.054375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22659,3,1,0.44814867,0.23303288,0.093219504,0.163240135,2.950269461,8,1511.304565,1863.792883,218,0,0,218,159.5370313,41.95015625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14585,3,1,0.2852997,0.14006916,0.120348044,0.163240135,2.950269461,13,4856.603662,3151.572974,163,0,0,163,117.4514063,34.5896875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,7146,1,17,0.17854673,0.108811244,0.1043352,0.163240135,2.950269461,22,2351.876953,3014.504663,118,0,0,118,105.7559375,49.35578125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,7163,3,1,0.15784326,0.13828835,0.13563512,0.163240135,2.950269461,22,2347.847961,3038.433325,232,0,0,232,179.9476563,61.27703125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13388,3,1,0.35544178,0.3499637,0.06639024,0.163240135,2.950269461,1,2804.304187,1162.203693,375,0,0,375,378.8609375,62.135,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,16788,19,1,0.1292582,0.11288468,0.11057706,0.163240135,2.950269461,14,4428.332324,2607.662622,161,0,0,162,126.3923438,45.02078125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34300,3,1,0.3513822,0.3243088,0.08763463,0.163240135,2.950269461,5,1955.230139,1639.527356,469,0,0,469,389.2017188,63.94125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33453,1,19,0.3346744,0.11440133,0.110288054,0.163240135,2.950269461,8,1999.01012,1514.920905,228,0,0,228,109.1426563,75.27546875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33078,3,1,0.25026643,0.15625277,0.14661908,0.163240135,2.950269461,1,2346.209387,1534.818396,406,0,0,407,457.4328125,59.10953125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33452,3,1,0.21525447,0.18545291,0.15826413,0.163240135,2.950269461,8,2001.342639,1556.749371,160,0,0,160,253.778125,23.3909375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,24757,1,6,0.17234907,0.15562414,0.15213294,0.163240135,2.950269461,25,1622.082123,2918.896265,329,0,0,329,293.335,24.61015625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13822,3,1,0.23748584,0.19457112,0.15371907,0.163240135,2.950269461,8,2991.675439,1344.488953,266,0,0,266,244.1146875,49.2203125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22794,3,6,0.21801932,0.20802328,0.14838137,0.163240135,2.950269461,8,1175.457343,2066.972766,649,0,0,649,444.69875,74.959375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,21818,3,1,0.43047568,0.17900537,0.091388054,0.163240135,2.950269461,8,1600.508185,1934.171057,292,0,0,293,157.7307813,50.80078125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,12233,2,1,0.17391264,0.11384287,0.1105274,0.163240135,2.950269461,18,4298.554175,1831.518823,194,0,0,194,179.54125,57.1678125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22908,3,6,0.55455595,0.25290233,0.042523827,0.163240135,2.950269461,3,1021.028156,2267.006445,534,0,0,536,365.043125,71.5275,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13652,3,1,0.3801475,0.23601148,0.0925066,0.163240135,2.950269461,3,3048.822583,976.3569824,306,0,0,306,442.4409375,66.5603125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4436,3,1,0.4682809,0.20719983,0.07832466,0.163240135,2.950269461,8,1896.154309,1779.410669,319,0,0,319,254.4103125,78.4815625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34150,1,3,0.24510136,0.19894662,0.14142014,0.163240135,2.950269461,3,1776.746533,1683.727045,213,0,0,213,264.1189063,52.06515625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,28651,3,6,0.30684054,0.26966316,0.12538224,0.163240135,2.950269461,8,3781.937622,1187.102405,410,0,0,410,403.2904688,64.16703125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,29030,3,1,0.31696597,0.202353,0.10922294,0.163240135,2.950269461,8,3324.542993,1179.503662,577,0,0,577,771.26875,85.39046875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34167,3,5,0.47582576,0.38165203,0.031213794,0.163240135,2.950269461,26,1784.324524,1494.786841,626,0,0,626,497.621875,77.3978125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,18998,3,1,0.2348848,0.2026351,0.17006838,0.163240135,2.950269461,4,2711.379224,2182.164575,70,0,0,70,150.6864063,9.79890625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33602,3,6,0.28957358,0.17355897,0.10423892,0.163240135,2.950269461,1,2155.754187,1597.435339,574,1,0,576,339.394375,65.025,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,25617,3,1,0.3054367,0.17405303,0.14395332,0.163240135,2.950269461,4,1584.882068,2762.776624,341,0,0,342,215.8920313,50.6653125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,12623,6,1,0.21384022,0.15923136,0.15201358,0.163240135,2.950269461,1,4407.293579,1755.284033,335,0,0,335,425.2364063,51.2975,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,17590,3,1,0.14503588,0.14342037,0.13202925,0.163240135,2.950269461,2,2997.732935,1763.08573,322,0,0,323,398.5039063,75.7721875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,11521,1,19,0.373625,0.140485,0.09027741,0.163240135,2.950269461,9,4814.365967,2482.010999,183,0,0,183,116.4579688,60.64484375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4495,3,1,0.3507827,0.34291342,0.073947884,0.163240135,2.950269461,5,1837.990942,1758.977258,156,0,0,156,251.7460938,27.68078125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,24814,3,1,0.20551129,0.19880126,0.11330374,0.163240135,2.950269461,1,1443.252478,3049.917041,324,0,0,324,417.063125,73.6046875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,18030,1,6,0.19912049,0.19748262,0.15314025,0.163240135,2.950269461,4,2971.635278,1821.710205,482,0,0,482,318.3064063,73.46921875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,32434,17,1,0.21767515,0.10662253,0.08912641,0.163240135,2.950269461,12,3526.572388,2251.545618,420,0,0,420,158.2275,79.83625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,19268,3,1,0.26579937,0.18587272,0.13786593,0.163240135,2.950269461,4,2977.238306,1771.196838,543,1,0,546,426.1846875,59.29015625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,35955,1,3,0.17047077,0.15359688,0.12948285,0.163240135,2.950269461,7,3624.573901,2943.075818,326,0,0,326,205.9125,29.66765625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,3169,3,1,0.22041419,0.11937995,0.08453223,0.163240135,2.950269461,4,3679.002539,1693.421216,301,0,1,302,201.7129688,76.44953125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33615,3,1,0.6718914,0.14924397,0.03745111,0.163240135,2.950269461,3,2174.004492,1626.896887,343,0,0,343,205.6415625,80.378125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,7968,3,1,0.39077333,0.2821941,0.056446988,0.163240135,2.950269461,3,4187.980298,820.6452209,278,0,0,278,286.651875,77.7590625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,6140,3,6,0.36341885,0.15436251,0.10945846,0.163240135,2.950269461,22,2378.340881,2907.801855,267,1,0,268,185.0954688,37.8409375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,3813,3,1,0.22715808,0.22358093,0.12614152,0.163240135,2.950269461,4,2326.466187,2122.329224,154,0,0,154,119.7995313,15.895,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,32550,1,3,0.29817858,0.10908227,0.09432056,0.163240135,2.950269461,21,3352.393567,2311.141077,189,0,0,189,108.6910938,37.6603125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,24733,1,3,0.26889366,0.11704644,0.107352585,0.163240135,2.950269461,4,1568.563043,2851.039038,288,0,0,289,201.93875,61.54796875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14398,3,5,0.40143365,0.37242323,0.06534667,0.163240135,2.950269461,5,2527.563196,1647.553174,117,0,0,117,247.1401563,19.5075,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,15476,3,1,0.2912448,0.17075406,0.084786974,0.163240135,2.950269461,20,4392.971411,3346.701099,127,0,0,127,157.7307813,26.6421875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,23433,3,5,0.51720524,0.34231114,0.05038605,0.163240135,2.950269461,8,915.6722534,1829.799316,74,0,0,74,66.51515625,20.59125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34291,3,1,0.43977547,0.3350767,0.05690437,0.163240135,2.950269461,9,1926.767175,1666.227234,446,0,0,447,374.8420313,64.3025,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,23089,3,1,0.28602847,0.2856041,0.17022826,0.163240135,2.950269461,3,924.9790894,2061.751367,398,0,0,398,507.375625,69.0890625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,30991,3,1,0.28750655,0.14963378,0.1134018,0.163240135,2.950269461,17,5005.12373,2709.857275,145,0,0,145,90.89953125,41.6340625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,31344,3,1,0.15058228,0.119256705,0.0762999,0.163240135,2.950269461,12,4011.468335,2242.905127,311,0,0,311,183.7407813,67.011875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,30614,1,4,0.14806528,0.13107023,0.069997065,0.163240135,2.950269461,20,5068.636743,2950.03623,339,0,0,339,335.60125,53.1940625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13677,3,1,0.2774516,0.24110454,0.2118725,0.163240135,2.950269461,3,2868.891113,1057.674652,306,0,0,306,327.6989063,51.116875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13600,1,19,0.19807974,0.14998038,0.10787841,0.163240135,2.950269461,6,2974.73313,1483.271375,95,0,0,95,81.32640625,34.90578125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,25630,3,1,0.38322583,0.1769322,0.10274,0.163240135,2.950269461,4,1601.077826,2783.042358,481,0,0,482,382.8346875,61.1415625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
